strategy,sl,tp,min_liquidity_m,max_positions,threshold,dynamic_sizing,return_pct,win_rate,max_drawdown,sharpe,total_trades,score
T1_blended_top5,5,10,1.0,5,0.0,False,106.44,48.11,-22.01,3.83,424,22.34268578878748
T1_top5,0,0,5.0,3,0.55,True,234.46,60.0,-39.37,2.84,105,22.3018677235571
T1_blended_top5,0,0,5.0,1,0.55,True,230.79,57.47,-39.33,2.89,87,22.260676915447558
T1_blended_top5,0,0,5.0,1,0.55,False,230.79,57.47,-39.33,2.89,87,22.260676915447558
T1_blended_top5,5,10,1.0,5,0.6,False,99.12,51.33,-20.91,3.92,263,22.257891373801918
T1_blended_top5,5,10,1.0,5,0.55,False,105.64,48.43,-22.01,3.82,413,22.128848326814428
T1_blended_top5,0,0,5.0,3,0.55,False,145.72,54.4,-26.03,3.01,250,21.618098409174987
T1_top5,0,0,5.0,3,0.0,True,227.35,59.43,-39.37,2.8,106,21.40029725043349
T1_blended_top5,7,14,1.0,3,0.58,False,119.56,54.23,-25.05,3.58,201,21.020529750479845
T1_top5,0,0,5.0,5,0.55,True,219.81,60.33,-39.37,2.85,121,20.96280653950954
T1_top5,0,0,5.0,3,0.58,True,220.99,59.62,-39.37,2.77,104,20.63741144414169
T1_blended_top5,0,0,10.0,3,0.0,False,133.84,53.01,-24.56,2.94,266,20.631048513302037
T1_top5,0,0,5.0,3,0.55,False,140.41,54.66,-26.03,2.96,247,20.570610432852387
T1_top5,7,14,1.0,5,0.55,False,103.58,50.83,-21.88,3.5,421,20.37194055944056
T3_top5,0,0,5.0,3,0.0,False,161.84,52.22,-33.42,3.33,90,20.359302730970366
T1_top5,0,0,5.0,5,0.0,True,213.0,59.84,-39.37,2.81,122,20.10230369085955
T1_blended_top5,7,14,1.0,3,0.55,False,127.36,53.04,-27.53,3.48,247,19.999046617595514
T3_top5,5,10,5.0,5,0.58,False,73.76,46.24,-14.39,3.14,186,19.84187134502924
T1_top5,7,14,1.0,5,0.58,False,101.46,50.98,-21.88,3.47,410,19.821949300699302
T3_top5,2,4,5.0,5,0.6,False,57.57,49.25,-11.11,3.11,201,19.53862097440132
T1_top5,0,0,5.0,5,0.58,True,206.93,60.0,-39.37,2.78,120,19.37566014367104
T1_top5,0,0,5.0,1,0.55,True,206.6,57.32,-39.37,2.76,82,19.24240772851127
T1_top5,0,0,5.0,1,0.55,False,206.6,57.32,-39.37,2.76,82,19.24240772851127
T3_top5,5,10,10.0,5,0.58,True,148.06,53.03,-31.7,3.18,66,18.926324159021405
T1_top5,0,0,10.0,3,0.55,False,130.77,54.41,-26.2,2.92,261,18.846264705882355
T3_top5,5,10,5.0,1,0.0,False,201.11,42.86,-44.72,3.27,56,18.782583114610674
T3_top5,5,10,5.0,1,0.0,True,201.11,42.86,-44.72,3.27,56,18.782583114610674
T3_top5,7,14,10.0,3,0.6,False,114.62,55.17,-24.56,3.16,87,18.654898278560253
T1_blended_top5,7,14,1.0,3,0.0,False,122.29,52.99,-27.53,3.35,251,18.64568874868559
T1_top5,0,0,5.0,1,0.0,True,200.07,56.63,-39.37,2.72,83,18.4359772108001
T1_top5,0,0,5.0,1,0.0,False,200.07,56.63,-39.37,2.72,83,18.4359772108001
T1_top5,7,14,1.0,1,0.6,False,159.43,55.56,-30.61,2.62,90,18.258038595381212
T1_top5,7,14,1.0,1,0.6,True,159.43,55.56,-30.61,2.62,90,18.258038595381212
T1_top5,0,0,5.0,3,0.6,True,200.78,60.4,-39.37,2.66,101,18.20299232103047
T1_top5,7,14,1.0,3,0.6,True,152.57,53.33,-30.61,2.68,105,17.76202467573553
T1_top5,0,0,5.0,1,0.58,False,194.25,56.79,-39.37,2.68,81,17.70720832301214
T1_top5,0,0,5.0,1,0.58,True,194.25,56.79,-39.37,2.68,81,17.70720832301214
T1_top5,7,14,1.0,5,0.6,True,151.48,54.84,-30.61,2.68,124,17.63512812401139
T1_blended_top5,0,0,10.0,5,0.6,False,93.16,54.31,-23.2,3.44,197,17.092165289256197
T1_top5,0,0,5.0,5,0.6,True,187.6,60.68,-39.37,2.66,117,17.008075303443153
T1_top5,0,0,5.0,3,0.58,False,120.3,55.0,-26.03,2.73,240,16.6007769145394
T3_top5,5,10,5.0,3,0.58,False,104.17,46.15,-24.56,3.07,117,16.58732003129891
T3_top5,2,4,5.0,3,0.6,True,111.58,52.7,-24.56,2.77,74,16.457613458528954
T3_top5,0,0,10.0,3,0.0,False,133.89,51.09,-30.43,2.85,92,16.400779510022268
T1_top5,0,0,5.0,3,0.0,False,119.88,53.57,-26.03,2.69,252,16.365416204217535
T3_top5,7,14,10.0,3,0.55,True,150.53,51.72,-33.33,2.63,58,15.9168045441305
T1_blended_top5,7,14,1.0,5,0.58,False,88.22,52.38,-23.89,3.43,315,15.70167135395741
T1_top5,0,0,10.0,3,0.58,False,114.09,54.72,-26.2,2.71,254,15.56154044117647
T1_top5,0,0,5.0,1,0.6,True,175.72,57.69,-39.37,2.57,78,15.539271736437948
T1_top5,0,0,5.0,1,0.6,False,175.72,57.69,-39.37,2.57,78,15.539271736437948
T1_blended_top5,7,14,1.0,1,0.0,True,156.29,56.7,-35.37,2.58,97,15.384058289799286
T1_blended_top5,7,14,1.0,1,0.0,False,156.29,56.7,-35.37,2.58,97,15.384058289799286
T1_blended_top5,7,14,1.0,1,0.55,True,156.29,56.7,-35.37,2.58,97,15.384058289799286
T1_blended_top5,7,14,1.0,1,0.55,False,156.29,56.7,-35.37,2.58,97,15.384058289799286
T1_top5,0,0,5.0,5,0.55,False,99.24,53.04,-24.8,2.96,428,15.232186046511627
T1_blended_top5,7,14,1.0,5,0.6,False,88.24,53.61,-25.16,3.47,263,15.07770642201835
T1_blended_top5,5,10,1.0,1,0.6,False,159.09,53.75,-40.68,2.91,80,14.924229846449137
T1_blended_top5,5,10,1.0,1,0.6,True,159.09,53.75,-40.68,2.91,80,14.924229846449137
T1_blended_top5,7,14,1.0,3,0.0,True,149.51,54.46,-35.37,2.63,112,14.92222436073687
T1_blended_top5,7,14,1.0,3,0.55,True,149.51,54.46,-35.37,2.63,112,14.92222436073687
T1_top5,7,14,1.0,1,0.58,False,147.45,54.35,-33.82,2.52,92,14.905916140149337
T1_top5,7,14,1.0,1,0.58,True,147.45,54.35,-33.82,2.52,92,14.905916140149337
T1_top5,7,14,1.0,1,0.55,False,147.45,54.35,-33.82,2.52,92,14.905916140149337
T1_top5,7,14,1.0,1,0.55,True,147.45,54.35,-33.82,2.52,92,14.905916140149337
T1_top5,7,14,1.0,1,0.0,False,147.45,54.35,-33.82,2.52,92,14.905916140149337
T1_top5,7,14,1.0,1,0.0,True,147.45,54.35,-33.82,2.52,92,14.905916140149337
T1_blended_top5,7,14,1.0,5,0.55,True,148.43,55.73,-35.37,2.63,131,14.81443222436074
T1_blended_top5,7,14,1.0,5,0.0,True,148.43,55.73,-35.37,2.63,131,14.81443222436074
T3_top5,0,0,5.0,5,0.55,False,92.43,57.04,-24.11,2.94,135,14.503154121863801
T3_top5,3,6,5.0,1,0.58,True,109.74,47.62,-27.17,2.71,63,14.45280085197018
T3_top5,3,6,5.0,1,0.58,False,109.74,47.62,-27.17,2.71,63,14.45280085197018
T1_top5,7,14,1.0,3,0.58,True,140.9,52.34,-33.82,2.56,107,14.405628948879954
T1_top5,7,14,1.0,3,0.55,True,140.9,52.34,-33.82,2.56,107,14.405628948879954
T1_top5,7,14,1.0,3,0.0,True,140.9,52.34,-33.82,2.56,107,14.405628948879954
T1_top5,7,14,1.0,5,0.58,True,139.86,53.97,-33.82,2.56,126,14.299299253302701
T1_top5,7,14,1.0,5,0.55,True,139.86,53.97,-33.82,2.56,126,14.299299253302701
T1_top5,7,14,1.0,5,0.0,True,139.86,53.97,-33.82,2.56,126,14.299299253302701
T3_top5,0,0,10.0,5,0.55,False,93.9,57.35,-24.29,2.78,136,14.034875444839859
T3_top5,2,4,5.0,5,0.6,True,86.25,51.69,-21.92,2.7,89,13.923429319371726
T3_top5,0,0,5.0,3,0.55,False,108.05,53.16,-28.3,2.68,79,13.570784982935153
T1_blended_top5,5,10,1.0,3,0.6,True,142.45,51.58,-40.68,2.93,95,13.431585892514395
T1_blended_top5,5,10,1.0,1,0.58,False,145.0,52.81,-39.51,2.73,89,13.35102443841027
T1_blended_top5,5,10,1.0,1,0.58,True,145.0,52.81,-39.51,2.73,89,13.35102443841027
T3_top5,3,6,5.0,1,0.55,True,102.52,46.38,-27.17,2.56,69,12.956024139155128
T3_top5,3,6,5.0,1,0.55,False,102.52,46.38,-27.17,2.56,69,12.956024139155128
T1_blended_top5,5,10,1.0,5,0.6,True,136.04,53.51,-40.68,2.88,114,12.663992322456814
T1_blended_top5,7,14,1.0,5,0.0,False,85.59,50.24,-27.07,3.15,424,12.654025650160316
T1_top5,7,14,1.0,5,0.0,False,87.05,50.0,-27.04,3.07,428,12.635288873038517
T1_top5,0,0,5.0,5,0.58,False,86.33,53.24,-24.8,2.75,417,12.547965116279068
T3_top5,5,10,5.0,3,0.55,False,87.24,42.86,-24.56,2.66,133,12.492112676056339
T1_blended_top5,0,0,5.0,5,0.0,False,87.34,51.82,-25.33,2.75,440,12.43923281428029
T3_top5,5,10,5.0,5,0.55,False,59.49,43.48,-16.61,2.64,207,12.296626916524703
T1_blended_top5,7,14,1.0,5,0.55,False,83.66,50.36,-27.07,3.12,413,12.279273245457784
T1_top5,0,0,10.0,5,0.55,False,79.45,50.47,-23.48,2.69,428,11.97591911764706
T1_blended_top5,5,10,1.0,3,0.58,True,129.27,50.96,-39.51,2.72,104,11.870757837570972
T3_top5,3,6,5.0,3,0.58,True,95.67,52.56,-27.17,2.43,78,11.648849840255592
T3_top5,0,0,10.0,3,0.55,False,98.99,54.88,-28.27,2.39,82,11.464847967201914
T1_top5,0,0,5.0,5,0.0,False,81.86,52.53,-24.96,2.61,434,11.383459167950692
T1_blended_top5,0,0,5.0,5,0.55,False,81.26,51.74,-25.33,2.68,431,11.357265476642615
T3_top5,3,6,10.0,5,0.6,False,41.07,49.69,-11.11,2.31,161,11.225573905862925
T3_top5,0,0,10.0,5,0.55,True,167.67,57.14,-50.4,2.44,42,11.221494163424124
T1_blended_top5,5,10,1.0,5,0.58,True,123.2,52.85,-39.51,2.66,123,11.130881263885462
T3_top5,3,6,10.0,5,0.6,True,58.42,52.78,-15.98,2.2,72,11.009658421672556
T3_top5,2,4,5.0,1,0.6,False,73.03,46.15,-21.92,2.4,52,10.833420593368237
T3_top5,2,4,5.0,1,0.6,True,73.03,46.15,-21.92,2.4,52,10.833420593368237
T3_top5,7,14,5.0,3,0.0,False,79.97,46.32,-24.56,2.42,136,10.700211267605635
T1_top5,0,0,10.0,5,0.58,False,72.56,50.84,-23.48,2.55,417,10.522385620915033
T3_top5,3,6,5.0,3,0.6,False,73.79,51.64,-24.56,2.63,122,10.479565727699532
T3_top5,7,14,10.0,1,0.0,False,110.68,47.92,-34.26,2.33,48,10.452762336925696
T3_top5,7,14,10.0,1,0.0,True,110.68,47.92,-34.26,2.33,48,10.452762336925696
T3_top5,3,6,5.0,3,0.55,True,88.94,51.19,-27.17,2.29,84,10.387383741569044
T3_top5,2,4,5.0,5,0.58,False,43.47,44.13,-13.43,2.43,247,10.332785862785864
T3_top5,7,14,10.0,5,0.58,False,62.96,50.0,-20.34,2.5,164,10.326148078725398
T3_top5,5,10,10.0,3,0.58,True,99.57,51.72,-31.7,2.36,58,10.231045871559632
T3_top5,0,0,10.0,1,0.55,True,156.0,57.69,-50.4,2.36,26,10.197665369649805
T3_top5,0,0,10.0,1,0.55,False,156.0,57.69,-50.4,2.36,26,10.197665369649805
T3_top5,3,6,5.0,5,0.58,False,43.43,46.09,-13.55,2.31,230,9.879951890034365
T3_top5,3,6,5.0,5,0.58,True,80.32,53.26,-27.17,2.43,92,9.779822506212282
T1_top5,0,0,10.0,3,0.0,False,85.49,53.08,-28.44,2.28,260,9.52470108695652
T3_top5,5,10,10.0,1,0.55,False,95.01,48.08,-34.1,2.28,52,8.87842735042735
T3_top5,5,10,10.0,1,0.55,True,95.01,48.08,-34.1,2.28,52,8.87842735042735
T3_top5,0,0,10.0,3,0.55,True,140.4,55.88,-50.4,2.22,34,8.795486381322958
T3_top5,3,6,10.0,1,0.58,False,60.22,45.76,-20.41,2.07,59,8.63500233535731
T3_top5,3,6,10.0,1,0.58,True,60.22,45.76,-20.41,2.07,59,8.63500233535731
T3_top5,5,10,5.0,5,0.0,True,109.64,44.05,-44.72,2.59,84,8.609090113735784
T3_top5,3,6,5.0,5,0.55,True,74.12,52.04,-27.17,2.26,98,8.577607383741569
T3_top5,2,4,5.0,3,0.6,False,59.79,48.84,-24.56,2.31,129,7.742758215962442
T3_top5,5,10,10.0,3,0.6,False,61.07,50.0,-24.56,2.21,92,7.669589201877934
T3_top5,2,4,10.0,5,0.6,False,30.95,48.26,-11.11,1.97,172,7.590545004128819
T1_blended_top5,7,14,1.0,1,0.6,True,106.37,55.0,-45.22,2.22,80,7.410458675897881
T1_blended_top5,7,14,1.0,1,0.6,False,106.37,55.0,-45.22,2.22,80,7.410458675897881
T3_top5,5,10,5.0,3,0.0,True,101.25,44.12,-44.72,2.33,68,7.374507874015748
T1_blended_top5,0,0,10.0,5,0.55,False,64.8,49.88,-28.86,2.36,431,7.291627595445411
T3_top5,2,4,5.0,5,0.55,False,34.59,41.28,-13.43,2.01,281,7.215239085239085
T1_blended_top5,7,14,1.0,3,0.6,True,100.91,52.63,-45.22,2.27,95,7.139240588489831
T1_blended_top5,7,14,1.0,5,0.6,True,100.04,54.39,-45.22,2.27,114,7.077689311986154
T1_blended_top5,0,0,10.0,5,0.0,False,61.94,49.43,-28.86,2.26,441,6.762371064969859
T1_top5,0,0,10.0,5,0.0,False,56.18,49.66,-26.04,2.11,435,6.461531065088757
T3_top5,5,10,5.0,3,0.0,False,54.83,39.74,-24.56,1.96,151,6.3496400625978096
T3_top5,7,14,10.0,3,0.58,False,56.18,48.18,-24.91,1.91,110,6.309679660362795
T3_top5,5,10,10.0,5,0.58,False,40.35,45.45,-18.54,1.98,176,6.153684749232345
T3_top5,7,14,5.0,5,0.0,False,54.18,44.93,-27.58,2.18,227,6.028425472358293
T1_blended_top5,7,14,1.0,1,0.58,False,91.04,53.93,-45.32,2.02,89,5.935682210708118
T1_blended_top5,7,14,1.0,1,0.58,True,91.04,53.93,-45.32,2.02,89,5.935682210708118
T3_top5,3,6,5.0,3,0.58,False,49.87,46.62,-24.56,1.97,148,5.79475352112676
T3_top5,2,4,10.0,1,0.6,True,37.11,44.68,-16.69,1.74,47,5.747959299039006
T3_top5,2,4,10.0,1,0.6,False,37.11,44.68,-16.69,1.74,47,5.747959299039006
T3_top5,0,0,5.0,5,0.58,True,96.16,53.85,-49.92,2.03,39,5.722010997643362
T1_blended_top5,3,6,10.0,1,0.58,False,49.25,50.0,-23.8,1.87,62,5.699495967741935
T1_blended_top5,3,6,10.0,1,0.58,True,49.25,50.0,-23.8,1.87,62,5.699495967741935
T1_blended_top5,7,14,1.0,3,0.58,True,85.98,51.92,-45.32,2.04,104,5.642901554404146
T1_blended_top5,7,14,1.0,5,0.58,True,85.18,53.66,-45.32,2.04,123,5.590397236614854
T3_top5,2,4,5.0,3,0.58,True,64.71,46.99,-33.67,1.98,83,5.5620363426593595
T3_top5,5,10,10.0,5,0.55,True,66.48,48.65,-34.1,1.92,74,5.5305299145299145
T3_top5,0,0,10.0,5,0.0,False,56.58,48.72,-30.95,2.02,156,5.348093896713615
T1_top5,5,10,5.0,5,0.6,False,40.26,50.0,-21.51,1.96,370,5.294073745002221
T3_top5,7,14,10.0,5,0.55,False,40.14,47.06,-20.34,1.79,187,5.247919400187442
T3_top5,0,0,5.0,5,0.55,True,93.72,54.76,-50.4,1.87,42,5.233003891050584
T3_top5,3,6,5.0,5,0.55,False,29.98,42.69,-14.85,1.71,260,5.125917981072556
T3_top5,7,14,10.0,5,0.0,True,64.18,47.14,-34.26,1.77,70,5.0419342030629615
T1_blended_top5,3,6,5.0,1,0.58,False,65.61,47.76,-40.08,2.05,67,4.871239045764362
T1_blended_top5,3,6,5.0,1,0.58,True,65.61,47.76,-40.08,2.05,67,4.871239045764362
T3_top5,7,14,10.0,3,0.55,False,46.18,45.16,-24.91,1.67,124,4.758803550752605
T1_blended_top5,3,6,5.0,1,0.6,False,62.6,48.21,-41.17,2.05,56,4.527626274602798
T1_blended_top5,3,6,5.0,1,0.6,True,62.6,48.21,-41.17,2.05,56,4.527626274602798
T3_top5,3,6,10.0,3,0.6,True,43.29,50.79,-24.56,1.6,63,4.403521126760563
T3_top5,2,4,5.0,3,0.55,True,57.88,46.07,-36.42,1.83,89,4.377349011223945
T1_blended_top5,3,6,5.0,5,0.58,True,60.18,51.43,-40.08,1.95,105,4.321592015579357
T1_blended_top5,3,6,10.0,5,0.58,True,40.06,48.91,-23.8,1.63,92,4.248298387096774
T1_blended_top5,2,4,5.0,1,0.6,True,55.82,42.86,-38.29,1.95,56,4.19111733265462
T1_blended_top5,2,4,5.0,1,0.6,False,55.82,42.86,-38.29,1.95,56,4.19111733265462
T3_top5,2,4,5.0,3,0.58,False,39.43,43.04,-24.56,1.7,158,4.165140845070423
T1_top5,3,6,5.0,5,0.6,False,30.62,46.22,-19.6,1.71,370,4.0281650485436895
T1_blended_top5,3,6,10.0,1,0.55,False,44.01,47.13,-28.95,1.63,87,3.864651085141903
T1_blended_top5,3,6,10.0,1,0.55,True,44.01,47.13,-28.95,1.63,87,3.864651085141903
T3_top5,2,4,5.0,5,0.58,True,46.88,47.42,-33.67,1.79,97,3.7725757138736657
T3_top5,2,4,5.0,3,0.55,False,36.82,41.21,-24.56,1.61,182,3.759788732394367
T1_blended_top5,3,6,5.0,5,0.6,True,54.31,51.61,-41.17,1.87,93,3.696222433009248
T1_top5,7,14,5.0,5,0.6,False,33.71,51.35,-23.41,1.62,370,3.6181974600573534
T3_top5,7,14,10.0,3,0.0,True,50.44,46.77,-34.26,1.51,62,3.590595575723199
T1_blended_top5,2,4,5.0,5,0.6,True,48.41,47.31,-38.29,1.79,93,3.4376151692542627
T1_blended_top5,7,14,5.0,5,0.58,False,34.34,49.83,-26.84,1.76,293,3.404396551724138
T1_blended_top5,2,4,5.0,1,0.58,False,50.32,43.28,-40.46,1.78,67,3.3740858658948385
T1_blended_top5,2,4,5.0,1,0.58,True,50.32,43.28,-40.46,1.78,67,3.3740858658948385
T1_blended_top5,2,4,10.0,1,0.58,False,31.33,45.16,-22.51,1.46,62,3.278256061250531
T1_blended_top5,2,4,10.0,1,0.58,True,31.33,45.16,-22.51,1.46,62,3.278256061250531
T1_blended_top5,7,14,5.0,5,0.6,False,33.18,49.32,-27.34,1.73,221,3.1962385321100912
T3_top5,5,10,5.0,5,0.0,False,32.28,38.78,-26.56,1.65,245,3.103846153846154
T1_blended_top5,3,6,5.0,3,0.58,True,49.13,48.89,-40.08,1.59,90,3.0975340798442064
T1_blended_top5,3,6,10.0,5,0.55,True,37.03,46.96,-28.95,1.47,115,3.0538931552587645
T3_top5,3,6,5.0,3,0.55,False,31.57,42.6,-24.56,1.43,169,3.0013732394366195
T1_blended_top5,2,4,5.0,5,0.58,True,45.91,47.62,-40.46,1.69,105,2.9787240713941143
T1_blended_top5,5,10,5.0,5,0.6,False,29.67,47.51,-25.56,1.64,221,2.9491265060240965
T1_blended_top5,5,10,5.0,5,0.58,False,29.32,47.78,-25.75,1.62,293,2.8717158878504674
T1_blended_top5,3,6,10.0,1,0.0,False,35.5,46.07,-28.95,1.42,89,2.8684474123539228
T1_blended_top5,3,6,10.0,1,0.0,True,35.5,46.07,-28.95,1.42,89,2.8684474123539228
T1_blended_top5,2,4,5.0,3,0.6,True,44.05,45.57,-38.29,1.54,79,2.8477220666836347
T3_top5,2,4,5.0,5,0.55,True,40.79,46.6,-36.42,1.61,103,2.8450534473543563
T1_blended_top5,3,6,5.0,5,0.58,False,25.66,45.39,-22.0,1.55,293,2.8449130434782606
T1_blended_top5,3,6,5.0,3,0.6,True,46.42,49.37,-41.17,1.57,79,2.829011145364003
T3_top5,3,6,10.0,5,0.58,False,20.32,43.13,-15.57,1.28,211,2.795992757996379
T3_top5,3,6,5.0,1,0.0,True,46.25,41.33,-44.95,1.56,75,2.5767138193688788
T3_top5,3,6,5.0,1,0.0,False,46.25,41.33,-44.95,1.56,75,2.5767138193688788
T1_blended_top5,3,6,10.0,3,0.58,True,27.68,49.4,-24.56,1.19,83,2.371643192488263
T1_top5,5,10,10.0,5,0.6,False,23.66,48.22,-23.43,1.35,365,2.2759312320916907
T1_blended_top5,2,4,5.0,3,0.58,True,38.97,45.56,-40.46,1.41,90,2.265260492040521
T1_blended_top5,3,6,5.0,5,0.6,False,22.61,44.8,-23.15,1.41,221,2.2563188405797105
T3_top5,2,4,5.0,1,0.58,False,32.2,38.33,-33.67,1.38,60,2.210441303720796
T3_top5,2,4,5.0,1,0.58,True,32.2,38.33,-33.67,1.38,60,2.210441303720796
T3_top5,5,10,10.0,3,0.55,True,33.94,46.97,-34.1,1.26,66,2.1853105413105407
T1_blended_top5,3,6,10.0,5,0.0,True,28.93,46.15,-28.95,1.25,117,2.173372287145242
T3_top5,3,6,10.0,5,0.58,True,22.02,48.75,-20.89,1.11,80,2.1225308359981727
T3_top5,2,4,5.0,3,0.0,True,37.66,44.44,-43.72,1.4,99,2.0211091234347047
T3_top5,3,6,10.0,3,0.6,False,23.04,48.18,-24.56,1.2,110,1.983098591549296
T1_blended_top5,2,4,10.0,5,0.58,True,21.64,44.57,-22.51,1.14,92,1.9697830710336024
T1_blended_top5,3,6,10.0,1,0.6,False,28.85,50.0,-34.04,1.34,50,1.9266267123287673
T1_blended_top5,3,6,10.0,1,0.6,True,28.85,50.0,-34.04,1.34,50,1.9266267123287673
T1_top5,3,6,10.0,1,0.58,False,26.61,45.68,-30.14,1.18,81,1.8628709055876684
T1_top5,3,6,10.0,1,0.58,True,26.61,45.68,-30.14,1.18,81,1.8628709055876684
T3_top5,2,4,10.0,3,0.6,True,21.69,46.27,-24.56,1.07,67,1.7565845070422539
T3_top5,2,4,10.0,5,0.58,False,14.65,41.67,-16.54,1.05,228,1.712229190421893
T1_blended_top5,2,4,5.0,5,0.58,False,18.03,41.3,-23.16,1.24,293,1.671655629139073
T1_blended_top5,2,4,5.0,5,0.6,False,17.36,40.27,-22.79,1.21,221,1.6126775956284152
T3_top5,2,4,10.0,5,0.6,True,15.59,46.67,-17.87,0.95,75,1.6110492845786963
T3_top5,3,6,5.0,3,0.0,True,32.66,46.15,-44.95,1.26,91,1.6063460282916209
T3_top5,2,4,5.0,1,0.55,True,26.72,37.88,-36.42,1.21,66,1.5780652057723141
T3_top5,2,4,5.0,1,0.55,False,26.72,37.88,-36.42,1.21,66,1.5780652057723141
T1_top5,3,6,10.0,1,0.6,False,22.86,46.15,-30.14,1.08,78,1.5269364161849712
T1_top5,3,6,10.0,1,0.6,True,22.86,46.15,-30.14,1.08,78,1.5269364161849712
T3_top5,5,10,10.0,5,0.55,False,15.5,41.41,-19.44,0.97,198,1.4938845401174168
T1_top5,7,14,10.0,5,0.6,False,18.88,49.32,-25.75,1.08,365,1.468052336448598
T1_top5,3,6,10.0,5,0.58,True,21.17,45.87,-30.14,1.03,109,1.3800610147719976
T3_top5,2,4,10.0,3,0.6,False,17.44,47.01,-24.56,1.02,117,1.3782785602503913
T1_blended_top5,3,6,5.0,1,0.55,True,31.39,45.98,-50.48,1.24,87,1.365843045843046
T1_blended_top5,3,6,5.0,1,0.55,False,31.39,45.98,-50.48,1.24,87,1.365843045843046
T1_blended_top5,2,4,10.0,1,0.6,False,19.52,44.0,-29.7,1.07,50,1.316169381107492
T1_blended_top5,2,4,10.0,1,0.6,True,19.52,44.0,-29.7,1.07,50,1.316169381107492
T3_top5,3,6,5.0,5,0.0,True,26.86,47.62,-44.95,1.18,105,1.2743155603917298
T1_top5,2,4,5.0,5,0.6,False,13.47,42.16,-20.3,0.96,370,1.2394929577464788
T1_top5,3,6,5.0,5,0.55,False,15.35,43.22,-23.91,0.98,428,1.2201124046567644
T1_top5,3,6,10.0,1,0.55,False,19.12,44.58,-30.14,0.97,83,1.2095825305073862
T1_top5,3,6,10.0,1,0.55,True,19.12,44.58,-30.14,0.97,83,1.2095825305073862
T1_blended_top5,5,10,10.0,1,0.58,True,22.05,50.0,-36.65,1.03,62,1.1888844621513945
T1_blended_top5,5,10,10.0,1,0.58,False,22.05,50.0,-36.65,1.03,62,1.1888844621513945
T1_blended_top5,3,6,5.0,1,0.0,False,27.45,45.45,-50.5,1.15,88,1.1459708737864076
T1_blended_top5,3,6,5.0,1,0.0,True,27.45,45.45,-50.5,1.15,88,1.1459708737864076
T1_blended_top5,2,4,10.0,3,0.58,True,15.37,45.78,-24.56,0.88,83,1.1305007824726134
T1_blended_top5,3,6,5.0,3,0.58,False,15.14,45.56,-24.71,0.9,180,1.1188642551536365
T3_top5,2,4,5.0,5,0.0,True,23.6,44.74,-43.72,1.12,114,1.1187835420393561
T1_blended_top5,2,4,10.0,1,0.55,True,16.4,40.23,-27.87,0.92,87,1.090682369241427
T1_blended_top5,2,4,10.0,1,0.55,False,16.4,40.23,-27.87,0.92,87,1.090682369241427
T1_top5,3,6,10.0,5,0.6,True,17.58,46.23,-30.14,0.93,106,1.0895761078998072
T1_blended_top5,3,6,10.0,5,0.6,True,18.78,48.05,-34.04,1.01,77,1.077277397260274
T1_blended_top5,3,6,5.0,5,0.55,True,26.02,49.21,-50.48,1.12,126,1.0715306915306917
T3_top5,5,10,10.0,3,0.58,False,14.55,41.88,-24.83,0.87,117,1.0533681765389085
T3_top5,3,6,10.0,1,0.55,True,19.64,40.3,-37.41,0.99,67,1.0175370997136164
T3_top5,3,6,10.0,1,0.55,False,19.64,40.3,-37.41,0.99,67,1.0175370997136164
T1_top5,5,10,5.0,5,0.55,False,15.56,46.5,-28.86,0.93,428,1.0057200267916946
T3_top5,2,4,5.0,3,0.0,False,14.99,37.67,-27.44,0.9,223,1.0014416315049226
T1_blended_top5,7,14,10.0,5,0.58,False,12.73,48.0,-23.35,0.88,275,0.9828501026694044
T1_blended_top5,3,6,10.0,3,0.55,True,15.64,46.36,-28.95,0.87,110,0.9765208681135226
T1_blended_top5,3,6,5.0,5,0.0,False,12.86,42.73,-24.45,0.86,440,0.9398664047151276
T1_top5,3,6,10.0,1,0.0,True,15.55,44.05,-30.14,0.86,84,0.9288053949903661
T1_top5,3,6,10.0,1,0.0,False,15.55,44.05,-30.14,0.86,84,0.9288053949903661
T1_blended_top5,5,10,5.0,1,0.58,True,21.57,46.27,-46.54,1.01,67,0.9119835927639881
T1_blended_top5,5,10,5.0,1,0.58,False,21.57,46.27,-46.54,1.01,67,0.9119835927639881
T1_blended_top5,3,6,5.0,5,0.0,True,22.24,48.82,-50.5,1.03,127,0.8766446601941748
T3_top5,2,4,5.0,5,0.0,False,12.21,36.6,-26.04,0.9,347,0.8579511834319528
T1_blended_top5,3,6,5.0,3,0.6,False,12.55,45.45,-25.81,0.82,143,0.851958224543081
T1_top5,3,6,10.0,5,0.55,True,14.01,45.05,-30.14,0.82,111,0.8188246628131021
T1_blended_top5,5,10,5.0,5,0.58,True,19.52,50.48,-46.54,0.96,105,0.80477913336138
T3_top5,2,4,10.0,1,0.58,True,11.86,36.84,-25.91,0.79,57,0.7889037532515794
T3_top5,2,4,10.0,1,0.58,False,11.86,36.84,-25.91,0.79,57,0.7889037532515794
T3_top5,2,4,10.0,5,0.55,False,7.99,38.78,-17.8,0.68,263,0.7140000000000001
T1_blended_top5,3,6,5.0,3,0.55,True,18.31,47.27,-50.48,0.94,110,0.690003885003885
T1_blended_top5,2,4,10.0,1,0.0,True,11.79,39.33,-30.73,0.76,89,0.6539678537661519
